Contrat	Code_entite	Annee_de_souscription	Annee_bilan	Code_segment	IBNR_Sub_Segment	Type_Affaire	Devise	Commute	Paid	OS	Attri_ML	incurred	Devlopement
	VR	1988	2014	2M2		R	EUR	N	3854,98	-4490,63	Attri	1	324
	VR	1988	2015	2M2		R	EUR	N	3769,65	-9007,77	Attri	1	336
	VR	1989	2014	2M2		R	EUR	N	-109,09	0	Attri	1	312
	VR	1989	2015	2M2		R	EUR	N	-127,69	0	Attri	1	324
	VR	1990	2014	2M2		R	EUR	N	4968,66	-3060,96	Attri	1	300
	VR	1990	2015	2M2		R	EUR	N	7104,51	-6362,04	Attri	1	312
	VR	1991	2014	2M2		R	EUR	N	14382,71	-12792,66	Attri	1	288
	VR	1991	2015	2M2		R	EUR	N	10834,99	-21343,67	Attri	1	300
	VR	1992	2014	2M2		R	EUR	N	4912,35	4987,25	Attri	1	276
	VR	1992	2015	2M2		R	EUR	N	4207,86	99,2	Attri	1	288
	VR	1993	2014	2M2		R	EUR	N	3269,75	-3751,36	Attri	1	264
	VR	1993	2015	2M2		R	EUR	N	2929,52	-7225,32	Attri	1	276
	VR	1994	2014	2M2		R	EUR	N	18420,14	-14341,24	Attri	1	252
	VR	1994	2015	2M2		R	EUR	N	20005,63	-17731,71	Attri	1	264
	VR	1995	2014	2M2		R	EUR	N	-24,96	-1028,11	Attri	1	240
	VR	1995	2015	2M2		R	EUR	N	-29,05	-2222,1	Attri	1	252
	VR	1996	2014	2M2		R	EUR	N	7781,56	-22951,2	Attri	1	228
	VR	1996	2015	2M2		R	EUR	N	4512,64	-26705,37	Attri	1	240
	VR	1997	2014	2M2		R	EUR	N	1010,97	-20279,03	Attri	1	216
	VR	1997	2015	2EN1		R	USD	N	0	-1045,35	Attri	1	228
	VR	1997	2015	2M2		R	EUR	N	640,58	-15813,67	Attri	1	228
	VR	1998	2014	2M2		R	EUR	N	8512,7	-9206,76	Attri	1	204
	VR	1998	2015	2M2		R	EUR	N	10399,29	-22666,78	Attri	1	216
1027290	VR	2002	2004	2P1	All	A	EUR	N	72555,87	0	Attri	1	36
1027292	VR	1999	2004	2P1	All	A	EUR	N	-141,33	0	Attri	1	72
1027292	VR	2000	2004	2P1	All	A	EUR	N	1777,28	0	Attri	1	60
1027292	VR	2001	2006	2P1	All	A	EUR	N	10958,15	0	Attri	1	72
1027292	VR	2003	2004	2P1	All	A	EUR	N	1211,8	0	Attri	1	24
1027321	VR	2002	2004	2PM2	All	A	EUR	N	1277,5	0	Attri	1	36
1086656	VR	2002	2004	2M2	Germany	A	EUR	N	13912,99	0	Attri	1	36
1086656	VR	2002	2005	2M2	Germany	A	EUR	N	2417	0	Attri	1	48
1087395	VR	2002	2004	2PM2	All	A	EUR	N	0	9349,92	Attri	1	36
1087396	VR	2002	2004	2PM2	All	A	EUR	N	0	2089,8	Attri	1	36
1087398	VR	1994	2004	2P2	All	A	EUR	N	1278,74	216,32	Attri	1	132
1087398	VR	2002	2004	2P2	All	A	EUR	N	678,06	5010	Attri	1	36
1087398	VR	2002	2005	2P2	All	A	EUR	N	2150,98	0	Attri	1	48
1087399	VR	1998	2007	2P2	All	A	EUR	N	0	63607,5	Attri	1	120
1087399	VR	1998	2008	2P2	All	A	EUR	N	0	63607,5	Attri	1	132
1087399	VR	1998	2009	2P2	All	A	EUR	N	0	63607,49	Attri	1	144
1087399	VR	1998	2010	2P2	All	A	EUR	N	0	63607,49	Attri	1	156
1087399	VR	1998	2011	2P2	All	A	EUR	N	0	63607,49	Attri	1	168
1087399	VR	1998	2012	2P2	All	A	EUR	N	0	59119,5	Attri	1	180
1087399	VR	1998	2013	2P2	All	A	EUR	N	0	59119,5	Attri	1	192
1087399	VR	1998	2014	2P2	All	A	EUR	N	0	59119,5	Attri	1	204
1087399	VR	1998	2015	2P2	All	A	EUR	N	0	59119,5	Attri	1	216
1087399	VR	1999	2009	2P2	All	A	EUR	N	-106714,31	0	Attri	1	132
1087399	VR	2000	2004	2P2	All	A	EUR	N	11247,47	0	Attri	1	60
1087399	VR	2000	2005	2P2	All	A	EUR	N	16748,42	0	Attri	1	72
1087399	VR	2000	2007	2P2	All	A	EUR	N	159,08	3217,81	Attri	1	96
1087399	VR	2000	2008	2P2	All	A	EUR	N	-26297,82	29317,55	Attri	1	108
1087399	VR	2000	2009	2P2	All	A	EUR	N	3178,16	26180,35	Attri	1	120
1087399	VR	2002	2005	2P2	All	A	EUR	N	-16306	0	Attri	1	48
1087400	VR	2002	2004	2PM2	All	A	EUR	N	0	8707,5	Attri	1	36
1087401	VR	2002	2004	2PM2	All	A	EUR	N	0	8010,9	Attri	1	36
1087402	VR	2002	2004	2PM2	All	A	EUR	N	0	3831,3	Attri	1	36
1087403	VR	1994	2005	2P2	All	A	EUR	N	15	0	Attri	1	144
1087403	VR	1994	2007	2P2	All	A	EUR	N	20,53	159,29	Attri	1	168
1087403	VR	1994	2008	2P2	All	A	EUR	N	0	159,29	Attri	1	180
1087403	VR	1994	2009	2P2	All	A	EUR	N	0	159,29	Attri	1	192
1087403	VR	1994	2010	2P2	All	A	EUR	N	0	159,29	Attri	1	204
1087403	VR	1994	2011	2P2	All	A	EUR	N	124,34	197,37	Attri	1	216
1087403	VR	1994	2012	2P2	All	A	EUR	N	29,5	167,87	Attri	1	228
1087403	VR	1994	2013	2P2	All	A	EUR	N	10,52	157,85	Attri	1	240
1087403	VR	1994	2014	2P2	All	A	EUR	N	26	132	Attri	1	252
1087403	VR	1994	2015	2P2	All	A	EUR	N	0	132	Attri	1	264
1087404	VR	1999	2005	2P2	All	A	EUR	N	1390,57	0	Attri	1	84
1087404	VR	1999	2007	2P2	All	A	EUR	N	339,48	1489,88	Attri	1	108
1087404	VR	1999	2008	2P2	All	A	EUR	N	153,1	1370,3	Attri	1	120
1087404	VR	1999	2009	2P2	All	A	EUR	N	-66805,28	0	Attri	1	132
1087405	VR	2002	2004	2PM2	All	A	EUR	N	0	9055,8	Attri	1	36
1087406	VR	2002	2004	2PM2	All	A	EUR	N	0	3993,84	Attri	1	36
1087407	VR	2002	2004	2PM2	All	A	EUR	N	0	1901,72	Attri	1	36
1087408	VR	1999	2004	2PM2	All	A	EUR	N	4606,56	0	Attri	1	72
1087409	VR	2002	2004	2P2	All	A	EUR	N	0	1780,2	Attri	1	36
1087410	VR	2002	2004	2P2	All	A	EUR	N	0	13932	Attri	1	36
1087411	VR	2002	2004	2PM2	All	A	EUR	N	0	3773,24	Attri	1	36
1087412	VR	2002	2004	2P2	All	A	EUR	N	0	1548	Attri	1	36
1087413	VR	2002	2004	2P2	All	A	EUR	N	0	1486,08	Attri	1	36
1087414	VR	2001	2004	2P2	All	A	EUR	N	0	39129,45	Attri	1	48
1087414	VR	2002	2004	2P2	All	A	EUR	N	0	30186	Attri	1	36
1087422	VR	1996	2004	2EN1	All	A	EUR	N	4	2409	Attri	1	108
1087422	VR	1996	2005	2EN1	All	A	EUR	N	2236,5	0	Attri	1	120
1087422	VR	1997	2004	2EN1	All	A	EUR	N	-7208,5	32427	Attri	1	96
1087422	VR	1997	2005	2EN1	All	A	EUR	N	16864,81	0	Attri	1	108
1087422	VR	1998	2004	2EN1	All	A	EUR	N	-2954,6	7524	Attri	1	84
1087422	VR	1998	2005	2EN1	All	A	EUR	N	3433,41	0	Attri	1	96
1087455	VR	2000	2004	2PM2	All	A	SEK	N	4978,58	-4978,58	Attri	1	60
1087455	VR	2002	2004	2PM2	All	A	SEK	N	15899,84	5074,33	Attri	1	36
1087455	VR	2002	2005	2PM2	All	A	SEK	N	13805,23	5475,29	Attri	1	48
1087455	VR	2002	2006	2PM2	All	A	SEK	N	7999,42	1779,22	Attri	1	60
1087455	VR	2002	2007	2PM2	All	A	SEK	N	0	1779,22	Attri	1	72
1087455	VR	2002	2008	2PM2	All	A	SEK	N	21054,33	4219,5	Attri	1	84
1087455	VR	2002	2009	2PM2	All	A	SEK	N	0	4219,5	Attri	1	96
1087455	VR	2002	2010	2PM2	All	A	SEK	N	0	39283,47	Attri	1	108
1087455	VR	2002	2011	2PM2	All	A	SEK	N	0	39283,47	Attri	1	120
1087455	VR	2002	2012	2PM2	All	A	SEK	N	0	39283,47	Attri	1	132
1087455	VR	2002	2013	2PM2	All	A	SEK	N	48766,28	0	Attri	1	144
1087461	VR	1999	2004	2M1	Other	A	EUR	O	6162,4	0	Attri	1	72
1087461	VR	1999	2005	2M1	Other	A	EUR	O	9604,7	0	Attri	1	84
1087461	VR	1999	2006	2M1	Other	A	EUR	O	63,27	0	Attri	1	96
1087461	VR	1999	2007	2M1	Other	A	EUR	O	902,71	21663,08	Attri	1	108
1087461	VR	1999	2008	2M1	Other	A	EUR	O	4545,75	19844,16	Attri	1	120
1087461	VR	1999	2009	2M1	Other	A	EUR	O	571,92	20080,15	Attri	1	132
1087461	VR	1999	2010	2M1	Other	A	EUR	O	683,79	33839,54	Attri	1	144
1087461	VR	1999	2011	2M1	Other	A	EUR	O	0	32842,5	Attri	1	156
1087461	VR	1999	2012	2M1	Other	A	EUR	O	117,11	29332,45	Attri	1	168
1087461	VR	1999	2013	2M1	Other	A	EUR	O	26417,21	0	Attri	1	180
1087461	VR	2000	2004	2M1	Other	A	EUR	O	36229,11	0	Attri	1	60
1087461	VR	2000	2005	2M1	Other	A	EUR	O	6376,58	0	Attri	1	72
1087461	VR	2000	2006	2M1	Other	A	EUR	O	8239,64	0	Attri	1	84
1087461	VR	2000	2007	2M1	Other	A	EUR	O	2740,85	40273,57	Attri	1	96
1087461	VR	2000	2008	2M1	Other	A	EUR	O	5027,38	42933,28	Attri	1	108
1087461	VR	2000	2009	2M1	Other	A	EUR	O	27140,34	19160,19	Attri	1	120
1087461	VR	2000	2010	2M1	Other	A	EUR	O	1688,82	17839,57	Attri	1	132
1087461	VR	2000	2011	2M1	Other	A	EUR	O	2041,2	16121,53	Attri	1	144
1087461	VR	2000	2012	2M1	Other	A	EUR	O	2581,6	13908,82	Attri	1	156
1087461	VR	2000	2013	2M1	Other	A	EUR	O	14982,37	0	Attri	1	168
1087461	VR	2001	2004	2M1	Other	A	EUR	O	2522,03	0	Attri	1	48
1087461	VR	2001	2005	2M1	Other	A	EUR	O	1936,09	0	Attri	1	60
1087461	VR	2001	2006	2M1	Other	A	EUR	O	7961,51	0	Attri	1	72
1087461	VR	2001	2007	2M1	Other	A	EUR	O	13530,63	22159,84	Attri	1	84
1087461	VR	2001	2008	2M1	Other	A	EUR	O	9188,21	14289,52	Attri	1	96
1087461	VR	2001	2009	2M1	Other	A	EUR	O	941,05	18513,58	Attri	1	108
1087461	VR	2001	2010	2M1	Other	A	EUR	O	6603,06	19610,72	Attri	1	120
1087461	VR	2001	2011	2M1	Other	A	EUR	O	1585,79	12807,02	Attri	1	132
1087461	VR	2001	2012	2M1	Other	A	EUR	O	0	12522,44	Attri	1	144
1087461	VR	2001	2013	2M1	Other	A	EUR	O	7214,12	0	Attri	1	156
1087461	VR	2002	2006	2M1	Other	A	EUR	O	14124,69	0	Attri	1	60
1087461	VR	2002	2007	2M1	Other	A	EUR	O	66,74	20185,04	Attri	1	72
1087461	VR	2002	2008	2M1	Other	A	EUR	O	8092,76	15957,83	Attri	1	84
1087461	VR	2002	2009	2M1	Other	A	EUR	O	1736,74	13559,85	Attri	1	96
1087461	VR	2002	2010	2M1	Other	A	EUR	O	3047,86	19317,27	Attri	1	108
1087461	VR	2002	2011	2M1	Other	A	EUR	O	3898,57	17706,59	Attri	1	120
1087461	VR	2002	2012	2M1	Other	A	EUR	O	87,55	5250,96	Attri	1	132
1087461	VR	2002	2013	2M1	Other	A	EUR	O	8428,49	0	Attri	1	144
1087462	VR	2000	2004	2M2	Other	A	EUR	O	931,68	0	Attri	1	60
1087462	VR	2000	2005	2M2	Other	A	EUR	O	3396,34	0	Attri	1	72
1087462	VR	2000	2006	2M2	Other	A	EUR	O	22,34	0	Attri	1	84
1087462	VR	2000	2007	2M2	Other	A	EUR	O	104,54	118,74	Attri	1	96
1087462	VR	2000	2008	2M2	Other	A	EUR	O	11,15	111,05	Attri	1	108
1087462	VR	2000	2009	2M2	Other	A	EUR	O	626,78	108	Attri	1	120
1087462	VR	2000	2010	2M2	Other	A	EUR	O	79,83	106,96	Attri	1	132
1087462	VR	2000	2011	2M2	Other	A	EUR	O	0	106,96	Attri	1	144
1087462	VR	2000	2012	2M2	Other	A	EUR	O	542,29	450,27	Attri	1	156
1087462	VR	2000	2013	2M2	Other	A	EUR	O	405,24	0	Attri	1	168
1087465	VR	1998	2004	2P1	All	A	EUR	O	1,9	2676,18	Attri	1	84
1087465	VR	1998	2005	2P1	All	A	EUR	O	0	238,31	Attri	1	96
1087465	VR	1998	2006	2P1	All	A	EUR	O	1,9	250	Attri	1	108
1087465	VR	1999	2004	2P1	All	A	EUR	O	1726,21	11993,1	Attri	1	72
1087465	VR	1999	2005	2P1	All	A	EUR	O	15,57	22,22	Attri	1	84
1087465	VR	1999	2006	2P1	All	A	EUR	O	1,71	0	Attri	1	96
1087465	VR	1999	2007	2P1	All	A	EUR	O	4,17	4,17	Attri	1	108
1087465	VR	1999	2012	2P1	All	A	EUR	O	-15,64	0	Attri	1	168
1087465	VR	2000	2004	2P1	All	A	EUR	O	15,45	1532,55	Attri	1	60
1087465	VR	2000	2005	2P1	All	A	EUR	O	13,46	205,2	Attri	1	72
1087465	VR	2000	2006	2P1	All	A	EUR	O	0	52	Attri	1	84
1087465	VR	2001	2004	2P1	All	A	EUR	O	17691,8	2913,44	Attri	1	48
1087465	VR	2001	2005	2P1	All	A	EUR	O	81,18	9399,96	Attri	1	60
1087465	VR	2001	2006	2P1	All	A	EUR	O	79,13	8446	Attri	1	72
1087465	VR	2001	2007	2P1	All	A	EUR	O	3,39	7239,04	Attri	1	84
1087465	VR	2001	2008	2P1	All	A	EUR	O	0	7803,58	Attri	1	96
1087465	VR	2001	2009	2P1	All	A	EUR	O	0	8372,33	Attri	1	108
1087465	VR	2001	2010	2P1	All	A	EUR	O	0	8750	Attri	1	120
1087465	VR	2001	2011	2P1	All	A	EUR	O	0	9231,25	Attri	1	132
1087465	VR	2001	2012	2P1	All	A	EUR	O	0	9725,63	Attri	1	144
1087465	VR	2002	2004	2P1	All	A	EUR	O	18274,86	-4128,48	Attri	1	36
1087465	VR	2002	2005	2P1	All	A	EUR	O	2416,4	11632,59	Attri	1	48
1087465	VR	2002	2006	2P1	All	A	EUR	O	16107,85	11739	Attri	1	60
1087465	VR	2002	2007	2P1	All	A	EUR	O	78,61	0	Attri	1	72
1087465	VR	2002	2008	2P1	All	A	EUR	O	42,48	101,64	Attri	1	84
1087466	VR	1998	2004	2MA1	All	A	EUR	O	2,05	81,78	Attri	1	84
1087466	VR	1999	2004	2MA1	All	A	EUR	O	1,28	11,28	Attri	1	72
1087466	VR	1999	2005	2MA1	All	A	EUR	O	12,63	13,93	Attri	1	84
1087466	VR	1999	2006	2MA1	All	A	EUR	O	0,23	13,93	Attri	1	96
1087466	VR	2000	2004	2MA1	All	A	EUR	O	0	41,36	Attri	1	60
1087466	VR	2001	2004	2MA1	All	A	EUR	O	0	177,66	Attri	1	48
1087466	VR	2002	2004	2MA1	All	A	EUR	O	7,74	2518,88	Attri	1	36
1087466	VR	2002	2005	2MA1	All	A	EUR	O	317,03	0	Attri	1	48
1087467	VR	1998	2004	2PM1	All	A	EUR	O	1151,63	3633,77	Attri	1	84
1087467	VR	2002	2004	2PM1	All	A	EUR	O	900,13	1513,29	Attri	1	36
1087468	VR	1996	2006	2P1	All	A	EUR	O	0	31,47	Attri	1	132
1087468	VR	1996	2007	2P1	All	A	EUR	O	0	31,48	Attri	1	144
1087468	VR	1996	2008	2P1	All	A	EUR	O	31,48	0	Attri	1	156
1087470	VR	1998	2004	2P1	All	A	EUR	N	0	344,04	Attri	1	84
1087470	VR	1999	2004	2P1	All	A	EUR	N	0	15,04	Attri	1	72
1087470	VR	1999	2005	2P1	All	A	EUR	N	0	5,71	Attri	1	84
1087470	VR	2000	2004	2P1	All	A	EUR	N	0,64	59,22	Attri	1	60
1087470	VR	2001	2004	2P1	All	A	EUR	N	3807,78	857,12	Attri	1	48
1087470	VR	2001	2005	2P1	All	A	EUR	N	0,17	531,81	Attri	1	60
1087470	VR	2001	2007	2P1	All	A	EUR	N	0	6,25	Attri	1	84
1087470	VR	2001	2008	2P1	All	A	EUR	N	0	6,25	Attri	1	96
1087470	VR	2001	2009	2P1	All	A	EUR	N	0	6,25	Attri	1	108
1087470	VR	2002	2004	2P1	All	A	EUR	N	632,97	80,88	Attri	1	36
1087471	VR	2002	2004	2PM1	All	A	EUR	O	0	111,56	Attri	1	36
1087475	VR	2000	2004	2MA1	All	A	EUR	O	36,44	0	Attri	1	60
1087475	VR	2000	2005	2MA1	All	A	EUR	O	5105,41	0	Attri	1	72
1087475	VR	2000	2006	2MA1	All	A	EUR	O	350,69	25345,32	Attri	1	84
1087475	VR	2000	2007	2MA1	All	A	EUR	O	19681,41	25825,8	Attri	1	96
1087475	VR	2000	2008	2MA1	All	A	EUR	O	11,17	4084,08	Attri	1	108
1087475	VR	2000	2009	2MA1	All	A	EUR	O	0	4036,03	Attri	1	120
1087475	VR	2000	2010	2MA1	All	A	EUR	O	0	4036,03	Attri	1	132
1087475	VR	2000	2011	2MA1	All	A	EUR	O	0	4036,03	Attri	1	144
1087475	VR	2000	2012	2MA1	All	A	EUR	O	0	1735,53	Attri	1	156
1087475	VR	2000	2013	2MA1	All	A	EUR	O	1561,99	0	Attri	1	168
1087475	VR	2001	2004	2MA1	All	A	EUR	O	930,44	0	Attri	1	48
1087475	VR	2001	2005	2MA1	All	A	EUR	O	28,91	0	Attri	1	60
1087475	VR	2001	2006	2MA1	All	A	EUR	O	25,48	1258,26	Attri	1	72
1087475	VR	2001	2007	2MA1	All	A	EUR	O	10,57	965,53	Attri	1	84
1087475	VR	2001	2008	2MA1	All	A	EUR	O	0	18,02	Attri	1	96
1087475	VR	2002	2004	2MA1	All	A	EUR	O	3507,51	0	Attri	1	36
1087475	VR	2002	2006	2MA1	All	A	EUR	O	90,09	11285,27	Attri	1	60
1087475	VR	2002	2007	2MA1	All	A	EUR	O	0	12492,48	Attri	1	72
1087475	VR	2002	2008	2MA1	All	A	EUR	O	54,69	13393,38	Attri	1	84
1087475	VR	2002	2009	2MA1	All	A	EUR	O	60,47	13993,98	Attri	1	96
1087475	VR	2002	2010	2MA1	All	A	EUR	O	0	13993,98	Attri	1	108
1087475	VR	2002	2011	2MA1	All	A	EUR	O	0	13993,98	Attri	1	120
1087475	VR	2002	2012	2MA1	All	A	EUR	O	177,3	0	Attri	1	132
1087476	VR	1998	2004	2P1	All	A	EUR	O	28,32	1305,8	Attri	1	84
1087476	VR	1998	2005	2P1	All	A	EUR	O	64,5	1181	Attri	1	96
1087476	VR	1998	2006	2P1	All	A	EUR	O	121,05	0	Attri	1	108
1087476	VR	1998	2007	2P1	All	A	EUR	O	0	959,74	Attri	1	120
1087476	VR	1998	2008	2P1	All	A	EUR	O	959,74	0	Attri	1	132
1087476	VR	1999	2004	2P1	All	A	EUR	O	269,48	1189,59	Attri	1	72
1087476	VR	1999	2005	2P1	All	A	EUR	O	2,6	648,03	Attri	1	84
1087476	VR	1999	2006	2P1	All	A	EUR	O	3,08	0	Attri	1	96
1087476	VR	1999	2007	2P1	All	A	EUR	O	-0,96	714,17	Attri	1	108
1087476	VR	1999	2008	2P1	All	A	EUR	O	714,17	0	Attri	1	120
1087476	VR	2000	2004	2P1	All	A	EUR	O	214,86	1490,81	Attri	1	60
1087476	VR	2000	2005	2P1	All	A	EUR	O	79,22	135,89	Attri	1	72
1087476	VR	2000	2007	2P1	All	A	EUR	O	2,58	2,5	Attri	1	96
1087476	VR	2000	2008	2P1	All	A	EUR	O	-0,08	0	Attri	1	108
1087476	VR	2001	2004	2P1	All	A	EUR	O	1090,52	1010,54	Attri	1	48
1087476	VR	2001	2005	2P1	All	A	EUR	O	518,21	9704,56	Attri	1	60
1087476	VR	2001	2006	2P1	All	A	EUR	O	481,23	0	Attri	1	72
1087476	VR	2001	2007	2P1	All	A	EUR	O	392,95	5246,19	Attri	1	84
1087476	VR	2001	2008	2P1	All	A	EUR	O	4,12	4687,49	Attri	1	96
1087476	VR	2001	2009	2P1	All	A	EUR	O	709,42	4034,94	Attri	1	108
1087476	VR	2001	2010	2P1	All	A	EUR	O	28,68	3869,07	Attri	1	120
1087476	VR	2001	2011	2P1	All	A	EUR	O	1,32	3918,96	Attri	1	132
1087476	VR	2001	2012	2P1	All	A	EUR	O	0	4470,08	Attri	1	144
1087476	VR	2001	2013	2P1	All	A	EUR	O	7,49	0	Attri	1	156
1087476	VR	2002	2004	2P1	All	A	EUR	O	4571,8	-2084,9	Attri	1	36
1087476	VR	2002	2005	2P1	All	A	EUR	O	1219,66	1775,33	Attri	1	48
1087476	VR	2002	2006	2P1	All	A	EUR	O	2582,05	0	Attri	1	60
1087476	VR	2002	2007	2P1	All	A	EUR	O	63,11	0	Attri	1	72
1087476	VR	2002	2008	2P1	All	A	EUR	O	64,96	746,53	Attri	1	84
1087476	VR	2002	2010	2P1	All	A	EUR	O	143,15	0	Attri	1	108
1087476	VR	2002	2012	2P1	All	A	EUR	O	105,4	0	Attri	1	132
1087477	VR	2002	2004	2PM1	All	A	EUR	O	1267,29	0	Attri	1	36
1087478	VR	1998	2004	2PM1	All	A	EUR	O	118,94	619,63	Attri	1	84
1087478	VR	1998	2005	2PM1	All	A	EUR	O	0,39	144	Attri	1	96
1087478	VR	1998	2006	2PM1	All	A	EUR	O	0	152	Attri	1	108
1087478	VR	1998	2007	2PM1	All	A	EUR	O	1,16	169,04	Attri	1	120
1087478	VR	1998	2008	2PM1	All	A	EUR	O	169,04	169,04	Attri	1	132
1087478	VR	1998	2009	2PM1	All	A	EUR	O	0	169,04	Attri	1	144
1087478	VR	1999	2004	2PM1	All	A	EUR	O	253,53	510,51	Attri	1	72
1087478	VR	1999	2005	2PM1	All	A	EUR	O	0	257,74	Attri	1	84
1087478	VR	1999	2006	2PM1	All	A	EUR	O	0	275	Attri	1	96
1087478	VR	1999	2008	2PM1	All	A	EUR	O	248,03	0	Attri	1	120
1087478	VR	2001	2005	2PM1	All	A	EUR	O	1,12	0	Attri	1	60
1087478	VR	2002	2004	2PM1	All	A	EUR	O	46,56	412,34	Attri	1	36
1087480	VR	1995	2006	2P1	All	A	TRY	N	0,39	0	Attri	1	144
1087480	VR	1997	2004	2P1	All	A	EUR	N	3064,97	0	Attri	1	96
1087480	VR	1997	2005	2P1	All	A	EUR	N	2,49	0	Attri	1	108
1087480	VR	1997	2005	2P1	All	A	TRY	N	1,5	0	Attri	1	108
1087480	VR	1997	2006	2P1	All	A	TRY	N	107,77	0	Attri	1	120
1087480	VR	1997	2007	2P1	All	A	TRY	N	9,92	14,15	Attri	1	132
1087480	VR	1997	2008	2P1	All	A	TRY	N	0,24	0	Attri	1	144
1087480	VR	1997	2010	2P1	All	A	TRY	N	4,92	0	Attri	1	168
1087480	VR	1997	2011	2P1	All	A	TRY	N	-1185,06	0	Attri	1	180
1087480	VR	1997	2013	2P1	All	A	TRY	N	2,11	0	Attri	1	204
1087480	VR	1997	2015	2P1	All	A	TRY	N	3,92	0	Attri	1	228
1087480	VR	1998	2004	2P1	All	A	EUR	N	-1,57	11054,37	Attri	1	84
1087480	VR	1998	2005	2P1	All	A	EUR	N	522,98	52786,75	Attri	1	96
1087480	VR	1998	2005	2P1	All	A	TRY	N	43,88	0	Attri	1	96
1087480	VR	1998	2006	2P1	All	A	TRY	N	97,73	29491,99	Attri	1	108
1087480	VR	1998	2007	2P1	All	A	TRY	N	1,89	32042,52	Attri	1	120
1087480	VR	1998	2008	2P1	All	A	TRY	N	8462,48	0	Attri	1	132
1087480	VR	1998	2010	2P1	All	A	TRY	N	2,42	0	Attri	1	156
1087480	VR	1999	2004	2P1	All	A	EUR	N	70,06	0	Attri	1	72
1087480	VR	1999	2005	2P1	All	A	EUR	N	7,06	0	Attri	1	84
1087480	VR	1999	2005	2P1	All	A	TRY	N	1,15	0	Attri	1	84
1087480	VR	1999	2006	2P1	All	A	TRY	N	5,84	0	Attri	1	96
1087480	VR	1999	2007	2P1	All	A	TRY	N	1,79	97,76	Attri	1	108
1087480	VR	1999	2008	2P1	All	A	TRY	N	63,18	0	Attri	1	120
1087480	VR	1999	2009	2P1	All	A	TRY	N	1,78	0	Attri	1	132
1087480	VR	1999	2010	2P1	All	A	TRY	N	-40,62	0	Attri	1	144
1087480	VR	1999	2013	2P1	All	A	TRY	N	-7,84	0	Attri	1	180
1087480	VR	2000	2004	2P1	All	A	EUR	N	112,81	11495,05	Attri	1	60
1087480	VR	2000	2005	2P1	All	A	EUR	N	34,6	4517,8	Attri	1	72
1087480	VR	2000	2005	2P1	All	A	TRY	N	3208,77	0	Attri	1	72
1087480	VR	2000	2006	2P1	All	A	TRY	N	5,14	2166,37	Attri	1	84
1087480	VR	2000	2007	2P1	All	A	TRY	N	30,91	604,84	Attri	1	96
1087480	VR	2000	2008	2P1	All	A	TRY	N	4,72	655,41	Attri	1	108
1087480	VR	2000	2009	2P1	All	A	TRY	N	0,69	655,41	Attri	1	120
1087480	VR	2000	2010	2P1	All	A	TRY	N	7,74	3110,42	Attri	1	132
1087480	VR	2000	2011	2P1	All	A	TRY	N	11,61	1719,95	Attri	1	144
1087480	VR	2000	2012	2P1	All	A	TRY	N	1790,55	1719,95	Attri	1	156
1087481	VR	1998	2004	2PM1	All	A	EUR	N	89,29	0	Attri	1	84
1087481	VR	1999	2004	2PM1	All	A	EUR	N	7,77	13,42	Attri	1	72
1087481	VR	1999	2005	2PM1	All	A	EUR	N	1,26	526,93	Attri	1	84
1087481	VR	1999	2005	2PM1	All	A	TRY	N	0,53	0	Attri	1	84
1087481	VR	1999	2006	2PM1	All	A	TRY	N	271,57	0	Attri	1	96
1087481	VR	1999	2007	2PM1	All	A	TRY	N	0	43,12	Attri	1	108
1087481	VR	1999	2008	2PM1	All	A	TRY	N	0	9,49	Attri	1	120
1087481	VR	1999	2009	2PM1	All	A	TRY	N	0	9,49	Attri	1	132
1087481	VR	1999	2010	2PM1	All	A	TRY	N	103,21	10,44	Attri	1	144
1087481	VR	1999	2011	2PM1	All	A	TRY	N	0,72	10,44	Attri	1	156
1087481	VR	1999	2012	2PM1	All	A	TRY	N	0	10,44	Attri	1	168
1087482	VR	1996	2004	2MA1	All	A	EUR	N	4,69	0	Attri	1	108
1087482	VR	1997	2004	2MA1	All	A	EUR	N	-142,87	0	Attri	1	96
1087482	VR	1997	2005	2MA1	All	A	EUR	N	-369,68	0	Attri	1	108
1087482	VR	1997	2005	2MA1	All	A	TRY	N	-31,94	0	Attri	1	108
1087482	VR	1997	2006	2MA1	All	A	TRY	N	21,41	0	Attri	1	120
1087482	VR	1997	2010	2MA1	All	A	TRY	N	5,73	0	Attri	1	168
1087482	VR	1998	2004	2MA1	All	A	EUR	N	-8,49	0	Attri	1	84
1087482	VR	1998	2005	2MA1	All	A	EUR	N	0,23	0	Attri	1	96
1087482	VR	1998	2007	2MA1	All	A	TRY	N	0,08	0	Attri	1	120
1087482	VR	1998	2008	2MA1	All	A	TRY	N	0,07	0	Attri	1	132
1087482	VR	1998	2009	2MA1	All	A	TRY	N	0,01	0	Attri	1	144
1087482	VR	1998	2010	2MA1	All	A	TRY	N	1,07	0	Attri	1	156
1087482	VR	1998	2011	2MA1	All	A	TRY	N	0,03	0	Attri	1	168
1087482	VR	1998	2012	2MA1	All	A	TRY	N	-30,82	0	Attri	1	180
1087482	VR	1999	2004	2MA1	All	A	EUR	N	25,55	232,28	Attri	1	72
1087482	VR	1999	2005	2MA1	All	A	EUR	N	1,35	0	Attri	1	84
