Contrat	Code_entite	Annee_de_souscription	Annee_bilan	Code_segment	IBNR_Sub_Segment	Type_Affaire	Devise	Commute	Paid	OS	Attri_ML	incurred	Devlopement
1088938	VR	1994	2012	2M2	Other	A	CHF	N	0	53620,98	Attri	1	228
1088938	VR	1994	2013	2M2	Other	A	CHF	N	0	53061,59	Attri	1	240
1088938	VR	1994	2014	2M2	Other	A	CHF	N	0	52556,2	Attri	1	252
1088938	VR	1994	2015	2M2	Other	A	CHF	N	0	52556,2	Attri	1	264
1088938	VR	1996	2008	2M2	Other	A	CHF	N	0	12838,75	Attri	1	156
1088938	VR	1996	2009	2M2	Other	A	CHF	N	0	12146,72	Attri	1	168
1088938	VR	1996	2010	2M2	Other	A	CHF	N	0	11291,23	Attri	1	180
1088938	VR	1996	2011	2M2	Other	A	CHF	N	0	10538,15	Attri	1	192
1088938	VR	1996	2012	2M2	Other	A	CHF	N	0	10254,76	Attri	1	204
1088938	VR	1996	2013	2M2	Other	A	CHF	N	0	9910,93	Attri	1	216
1088938	VR	1996	2014	2M2	Other	A	CHF	N	0	9601,67	Attri	1	228
1088938	VR	1996	2015	2M2	Other	A	CHF	N	0	9601,67	Attri	1	240
1088938	VR	1997	2008	2M2	Other	A	CHF	N	0	26153,43	Attri	1	144
1088938	VR	1997	2009	2M2	Other	A	CHF	N	0	24774,52	Attri	1	156
1088938	VR	1997	2010	2M2	Other	A	CHF	N	0	23356,45	Attri	1	168
1088938	VR	1997	2011	2M2	Other	A	CHF	N	0	21946,21	Attri	1	180
1088938	VR	1997	2012	2M2	Other	A	CHF	N	0	21428,4	Attri	1	192
1088938	VR	1997	2013	2M2	Other	A	CHF	N	0	20813,24	Attri	1	204
1088938	VR	1997	2014	2M2	Other	A	CHF	N	0	20260,14	Attri	1	216
1088938	VR	1997	2015	2M2	Other	A	CHF	N	0	19931,26	Attri	1	228
1088938	VR	1998	2008	2M2	Other	A	CHF	N	0	27048,94	Attri	1	132
1088938	VR	1998	2009	2M2	Other	A	CHF	N	0	2999,76	Attri	1	144
1088938	VR	1999	2008	2M2	Other	A	CHF	N	0	16320,84	Attri	1	120
1088938	VR	1999	2009	2M2	Other	A	CHF	N	0	15892,79	Attri	1	132
1088938	VR	1999	2010	2M2	Other	A	CHF	N	0	15367,46	Attri	1	144
1088938	VR	1999	2011	2M2	Other	A	CHF	N	0	14820,25	Attri	1	156
1088938	VR	2000	2004	2M2	Other	A	CHF	N	0	162855,97	Attri	1	60
1088938	VR	2000	2005	2M2	Other	A	CHF	N	0	190495,28	Attri	1	72
1088938	VR	2000	2006	2M2	Other	A	CHF	N	0	190421,9	Attri	1	84
1088938	VR	2000	2007	2M2	Other	A	CHF	N	32010,86	158314,76	Attri	1	96
1088938	VR	2000	2008	2M2	Other	A	CHF	N	0	145933,98	Attri	1	108
1088938	VR	2000	2009	2M2	Other	A	CHF	N	73079,83	141021,13	Attri	1	120
1088938	VR	2000	2010	2M2	Other	A	CHF	N	0	109582,2	Attri	1	132
1088938	VR	2000	2011	2M2	Other	A	CHF	N	39561,28	69099,39	Attri	1	144
1088938	VR	2000	2012	2M2	Other	A	CHF	N	2439,54	44943,15	Attri	1	156
1088938	VR	2000	2013	2M2	Other	A	CHF	N	0	15445,71	Attri	1	168
1088938	VR	2000	2014	2M2	Other	A	CHF	N	0	13236,96	Attri	1	180
1088938	VR	2000	2015	2M2	Other	A	CHF	N	0	14513,75	Attri	1	192
1088938	VR	2001	2004	2M2	Other	A	CHF	N	0	13757,68	Attri	1	48
1088938	VR	2001	2005	2M2	Other	A	CHF	N	0	13757,68	Attri	1	60
1088938	VR	2001	2006	2M2	Other	A	CHF	N	14981,93	59616,62	Attri	1	72
1088938	VR	2001	2007	2M2	Other	A	CHF	N	2129,14	23970,51	Attri	1	84
1088938	VR	2001	2008	2M2	Other	A	CHF	N	8165,18	15715,9	Attri	1	96
1088938	VR	2001	2009	2M2	Other	A	CHF	N	0	7402,35	Attri	1	108
1088938	VR	2001	2010	2M2	Other	A	CHF	N	0	6018,14	Attri	1	120
1088938	VR	2001	2011	2M2	Other	A	CHF	N	0	834,24	Attri	1	132
1088938	VR	2001	2012	2M2	Other	A	CHF	N	0	821,73	Attri	1	144
1088938	VR	2001	2013	2M2	Other	A	CHF	N	0	806,68	Attri	1	156
1088938	VR	2001	2014	2M2	Other	A	CHF	N	0	793,24	Attri	1	168
1088938	VR	2001	2015	2M2	Other	A	CHF	N	-1409,27	1994,45	Attri	1	180
1088954	VR	1999	2004	2M2	Italy	A	EUR	N	-61423,91	94667,2	Attri	1	72
1088954	VR	1999	2005	2M2	Italy	A	EUR	N	0	94667,2	Attri	1	84
1088954	VR	1999	2006	2M2	Italy	A	EUR	N	0	94667,2	Attri	1	96
1088954	VR	1999	2007	2M2	Italy	A	EUR	N	0	18034,02	Attri	1	108
1088954	VR	1999	2008	2M2	Italy	A	EUR	N	0	18034,02	Attri	1	120
1088954	VR	1999	2009	2M2	Italy	A	EUR	N	5000	0	Attri	1	132
1088955	VR	1996	2006	2M2	Germany	A	EUR	N	0	18138	Attri	1	132
1088955	VR	1996	2007	2M2	Germany	A	EUR	N	2089	19103	Attri	1	144
1088955	VR	1996	2008	2M2	Germany	A	EUR	N	-19	18328	Attri	1	156
1088955	VR	1996	2009	2M2	Germany	A	EUR	N	-32	17975	Attri	1	168
1088955	VR	1996	2010	2M2	Germany	A	EUR	N	0	17975	Attri	1	180
1088955	VR	1996	2011	2M2	Germany	A	EUR	N	0	15563	Attri	1	192
1088955	VR	1996	2012	2M2	Germany	A	EUR	N	0	15563	Attri	1	204
1088955	VR	1996	2013	2M2	Germany	A	EUR	N	0	15563	Attri	1	216
1088955	VR	1996	2014	2M2	Germany	A	EUR	N	0	15563	Attri	1	228
1088955	VR	1996	2015	2M2	Germany	A	EUR	N	0	15563	Attri	1	240
1088955	VR	1997	2006	2M2	Germany	A	EUR	N	0	4833	Attri	1	120
1088955	VR	1997	2007	2M2	Germany	A	EUR	N	0	4593	Attri	1	132
1088955	VR	1997	2008	2M2	Germany	A	EUR	N	0	4633	Attri	1	144
1088955	VR	1997	2009	2M2	Germany	A	EUR	N	0	4374	Attri	1	156
1088955	VR	1997	2010	2M2	Germany	A	EUR	N	10332	4374	Attri	1	168
1088955	VR	1997	2011	2M2	Germany	A	EUR	N	0	4520	Attri	1	180
1088955	VR	1997	2012	2M2	Germany	A	EUR	N	0	4520	Attri	1	192
1088955	VR	1997	2013	2M2	Germany	A	EUR	N	0	4520	Attri	1	204
1088955	VR	1997	2014	2M2	Germany	A	EUR	N	0	4520	Attri	1	216
1088955	VR	1997	2015	2M2	Germany	A	EUR	N	0	4520	Attri	1	228
1088956	VR	1997	2004	2GL2	All	A	EUR	N	0	4837	Attri	1	96
1088956	VR	1997	2011	2GL2	All	A	EUR	N	-22	0	Attri	1	180
1088959	VR	1996	2004	2M1	Germany	A	EUR	N	23575	394033	Attri	1	108
1088959	VR	1996	2005	2M1	Germany	A	EUR	N	14622	305054	Attri	1	120
1088959	VR	1996	2006	2M1	Germany	A	EUR	N	14879	255333	Attri	1	132
1088959	VR	1996	2007	2M1	Germany	A	EUR	N	8292	234340	Attri	1	144
1088959	VR	1996	2008	2M1	Germany	A	EUR	N	2911	226073	Attri	1	156
1088959	VR	1996	2009	2M1	Germany	A	EUR	N	4150	218394	Attri	1	168
1088959	VR	1996	2010	2M1	Germany	A	EUR	N	7561,43	218394	Attri	1	180
1088959	VR	1996	2011	2M1	Germany	A	EUR	N	16661,05	156140,82	Attri	1	192
1088959	VR	1996	2012	2M1	Germany	A	EUR	N	0	156140,82	Attri	1	204
1088959	VR	1996	2013	2M1	Germany	A	EUR	N	44505,86	156140,82	Attri	1	216
1088959	VR	1996	2014	2M1	Germany	A	EUR	N	0	156140,82	Attri	1	228
1088959	VR	1996	2015	2M1	Germany	A	EUR	N	0	156140,82	Attri	1	240
1088959	VR	1997	2004	2M1	Germany	A	EUR	N	20455,5	259868	Attri	1	96
1088959	VR	1997	2005	2M1	Germany	A	EUR	N	6178	211712	Attri	1	108
1088959	VR	1997	2006	2M1	Germany	A	EUR	N	7570	185747	Attri	1	120
1088959	VR	1997	2007	2M1	Germany	A	EUR	N	12781	156706	Attri	1	132
1088959	VR	1997	2008	2M1	Germany	A	EUR	N	19313	148085	Attri	1	144
1088959	VR	1997	2009	2M1	Germany	A	EUR	N	0	147287	Attri	1	156
1088959	VR	1997	2010	2M1	Germany	A	EUR	N	0	147287	Attri	1	168
1088959	VR	1997	2011	2M1	Germany	A	EUR	N	7946,38	122094,1	Attri	1	180
1088959	VR	1997	2012	2M1	Germany	A	EUR	N	0	122094,1	Attri	1	192
1088959	VR	1997	2013	2M1	Germany	A	EUR	N	2949,66	122094,1	Attri	1	204
1088959	VR	1997	2014	2M1	Germany	A	EUR	N	0	122094,1	Attri	1	216
1088959	VR	1997	2015	2M1	Germany	A	EUR	N	0	122094,1	Attri	1	228
1088959	VR	2002	2007	2M1	Germany	A	EUR	N	0	0,01	Attri	1	72
1088960	VR	1996	2004	2GL1	All	A	EUR	N	13493	108232	Attri	1	108
1088960	VR	1996	2005	2GL1	All	A	EUR	N	5344	27778	Attri	1	120
1088960	VR	1996	2006	2GL1	All	A	EUR	N	5449	13533	Attri	1	132
1088960	VR	1996	2007	2GL1	All	A	EUR	N	1979	48396	Attri	1	144
1088960	VR	1996	2008	2GL1	All	A	EUR	N	1360	67415	Attri	1	156
1088960	VR	1996	2009	2GL1	All	A	EUR	N	790	62759	Attri	1	168
1088960	VR	1996	2010	2GL1	All	A	EUR	N	5653,93	62759	Attri	1	180
1088960	VR	1996	2011	2GL1	All	A	EUR	N	11546,2	21274,42	Attri	1	192
1088960	VR	1996	2012	2GL1	All	A	EUR	N	0	21274,42	Attri	1	204
1088960	VR	1996	2013	2GL1	All	A	EUR	N	30174,42	21274,42	Attri	1	216
1088960	VR	1996	2014	2GL1	All	A	EUR	N	0	21274,42	Attri	1	228
1088960	VR	1996	2015	2GL1	All	A	EUR	N	0	21274,42	Attri	1	240
1088960	VR	1997	2004	2GL1	All	A	EUR	N	7166,5	79272,34	Attri	1	96
1088960	VR	1997	2005	2GL1	All	A	EUR	N	8741	27311	Attri	1	108
1088960	VR	1997	2006	2GL1	All	A	EUR	N	8879	13847	Attri	1	120
1088960	VR	1997	2007	2GL1	All	A	EUR	N	17750	52966	Attri	1	132
1088960	VR	1997	2008	2GL1	All	A	EUR	N	4797	48215	Attri	1	144
1088960	VR	1997	2009	2GL1	All	A	EUR	N	0	47249	Attri	1	156
1088960	VR	1997	2010	2GL1	All	A	EUR	N	0	47249	Attri	1	168
1088960	VR	1997	2011	2GL1	All	A	EUR	N	2690,29	16593,89	Attri	1	180
1088960	VR	1997	2012	2GL1	All	A	EUR	N	0	16593,89	Attri	1	192
1088960	VR	1997	2013	2GL1	All	A	EUR	N	2877,68	16593,89	Attri	1	204
1088960	VR	1997	2014	2GL1	All	A	EUR	N	0	16593,89	Attri	1	216
1088960	VR	1997	2015	2GL1	All	A	EUR	N	0	16593,89	Attri	1	228
1088961	VR	1984	2004	2M2	Other	A	EUR	N	1048,7	164700	Attri	1	252
1088961	VR	1984	2005	2M2	Other	A	EUR	N	8579,88	181584	Attri	1	264
1088961	VR	1984	2006	2M2	Other	A	EUR	N	2637	192836	Attri	1	276
1088961	VR	1984	2007	2M2	Other	A	EUR	N	18249	196594	Attri	1	288
1088961	VR	1984	2008	2M2	Other	A	EUR	N	5395,14	225258	Attri	1	300
1088961	VR	1984	2009	2M2	Other	A	EUR	N	11644,92	215649	Attri	1	312
1088961	VR	1984	2010	2M2	Other	A	EUR	N	7433,7	173452	Attri	1	324
1088961	VR	1984	2011	2M2	Other	A	EUR	N	11764,18	139529	Attri	1	336
1088961	VR	1984	2012	2M2	Other	A	EUR	N	5293,31	131105	Attri	1	348
1088961	VR	1984	2013	2M2	Other	A	EUR	N	9986,26	86098	Attri	1	360
1088961	VR	1984	2014	2M2	Other	A	EUR	N	0	86098	Attri	1	372
1088961	VR	1984	2015	2M2	Other	A	EUR	N	11139,23	91816,91	Attri	1	384
1088961	VR	1985	2004	2M2	Other	A	EUR	N	10374,46	186159	Attri	1	240
1088961	VR	1985	2005	2M2	Other	A	EUR	N	28904,14	158666	Attri	1	252
1088961	VR	1985	2006	2M2	Other	A	EUR	N	3360	156212	Attri	1	264
1088961	VR	1985	2007	2M2	Other	A	EUR	N	12472,5	133282	Attri	1	276
1088961	VR	1985	2008	2M2	Other	A	EUR	N	0	134624	Attri	1	288
1088961	VR	1985	2009	2M2	Other	A	EUR	N	0	135951	Attri	1	300
1088961	VR	1985	2010	2M2	Other	A	EUR	N	0	102403	Attri	1	312
1088961	VR	1985	2011	2M2	Other	A	EUR	N	0	82169	Attri	1	324
1088961	VR	1985	2012	2M2	Other	A	EUR	N	0	27784	Attri	1	336
1088961	VR	1985	2013	2M2	Other	A	EUR	N	0	24363	Attri	1	348
1088961	VR	1985	2014	2M2	Other	A	EUR	N	0	24363	Attri	1	360
1088961	VR	1985	2015	2M2	Other	A	EUR	N	0	24362,95	Attri	1	372
1088961	VR	1986	2004	2M2	Other	A	EUR	N	-22934,72	138197	Attri	1	228
1088961	VR	1986	2005	2M2	Other	A	EUR	N	7333	147501	Attri	1	240
1088961	VR	1986	2006	2M2	Other	A	EUR	N	19392,8	144210	Attri	1	252
1088961	VR	1986	2007	2M2	Other	A	EUR	N	30479,6	108320	Attri	1	264
1088961	VR	1986	2008	2M2	Other	A	EUR	N	15138,06	87675	Attri	1	276
1088961	VR	1986	2009	2M2	Other	A	EUR	N	5718,02	83766	Attri	1	288
1088961	VR	1986	2010	2M2	Other	A	EUR	N	9847,44	73920	Attri	1	300
1088961	VR	1986	2011	2M2	Other	A	EUR	N	5417,39	58618	Attri	1	312
1088961	VR	1986	2012	2M2	Other	A	EUR	N	6746,67	51871	Attri	1	324
1088961	VR	1986	2013	2M2	Other	A	EUR	N	4528,24	46374	Attri	1	336
1088961	VR	1986	2014	2M2	Other	A	EUR	N	0	46374	Attri	1	348
1088961	VR	1986	2015	2M2	Other	A	EUR	N	20108,82	41149,41	Attri	1	360
1088967	VR	1997	2009	2CS1	All	A	EUR	O	799866,53	0	Attri	1	156
1088967	VR	1997	2012	2CS1	All	A	EUR	O	3854,5	0	Attri	1	192
1088968	VR	1996	2007	2CS2	All	A	EUR	N	8499,65	0	Attri	1	144
1088968	VR	1996	2008	2CS2	All	A	EUR	N	1142,83	0	Attri	1	156
1089001	VR	2000	2004	2P2	All	A	NOK	N	-14865,86	0	Attri	1	60
1089001	VR	2000	2005	2P2	All	A	NOK	N	-21269,01	0	Attri	1	72
1089001	VR	2001	2004	2P2	All	A	NOK	N	-636,95	0	Attri	1	48
1089002	VR	1999	2004	2P2	All	A	EUR	N	0	-1507,21	Attri	1	72
1089002	VR	1999	2004	2P2	All	A	NOK	N	0	1379,3	Attri	1	72
1089002	VR	1999	2006	2P2	All	A	NOK	N	130,3	0	Attri	1	96
1089002	VR	1999	2007	2P2	All	A	NOK	N	-260,59	0	Attri	1	108
1089002	VR	2000	2004	2P2	All	A	EUR	N	0	-5264,08	Attri	1	60
1089002	VR	2000	2004	2P2	All	A	NOK	N	312,11	4817,34	Attri	1	60
1089002	VR	2000	2005	2P2	All	A	NOK	N	-8469,38	0	Attri	1	72
1089002	VR	2001	2004	2P2	All	A	EUR	N	0	16720,05	Attri	1	48
1089002	VR	2001	2004	2P2	All	A	NOK	N	3729,22	-9578,12	Attri	1	48
1089002	VR	2001	2005	2P2	All	A	NOK	N	-8507,85	0	Attri	1	60
1089002	VR	2002	2004	2P2	All	A	EUR	N	0	-48213,08	Attri	1	36
1089002	VR	2002	2004	2P2	All	A	NOK	N	0	44121,48	Attri	1	36
1089003	VR	2002	2004	2P2	All	A	EUR	N	0	-29272,23	Attri	1	36
1089003	VR	2002	2004	2P2	All	A	NOK	N	0	26788,04	Attri	1	36
1089004	VR	1999	2004	2P1	All	A	NOK	N	3360,86	0	Attri	1	72
1089004	VR	1999	2005	2P1	All	A	NOK	N	4700,4	0	Attri	1	84
1089004	VR	1999	2006	2P1	All	A	NOK	N	14,19	244,55	Attri	1	96
1089004	VR	1999	2007	2P1	All	A	NOK	N	-51,93	244,55	Attri	1	108
1089004	VR	1999	2008	2P1	All	A	EUR	N	0	1000	Attri	1	120
1089004	VR	1999	2008	2P1	All	A	NOK	N	10,17	108,58	Attri	1	120
1089016	VR	1996	2005	2P1	All	A	EUR	N	13,5	0	Attri	1	120
1089016	VR	1996	2006	2P1	All	A	EUR	N	-8,73	0	Attri	1	132
1089016	VR	1996	2007	2P1	All	A	EUR	N	10,13	0	Attri	1	144
1089016	VR	1996	2010	2P1	All	A	EUR	N	7,59	0	Attri	1	180
1089016	VR	1997	2004	2P1	All	A	EUR	N	9090,63	14440,92	Attri	1	96
1089016	VR	1997	2005	2P1	All	A	EUR	N	0	18151,49	Attri	1	108
1089016	VR	1997	2006	2P1	All	A	EUR	N	483,54	17241,1	Attri	1	120
1089016	VR	1997	2007	2P1	All	A	EUR	N	115,66	18463,9	Attri	1	132
1089016	VR	1997	2008	2P1	All	A	EUR	N	1761,48	18752,43	Attri	1	144
1089016	VR	1997	2009	2P1	All	A	EUR	N	-81,19	18537,52	Attri	1	156
1089016	VR	1997	2010	2P1	All	A	EUR	N	-52,03	19761,99	Attri	1	168
1089016	VR	1997	2011	2P1	All	A	EUR	N	1,28	20926,8	Attri	1	180
1089016	VR	1997	2012	2P1	All	A	EUR	N	1936,54	22217,33	Attri	1	192
1089016	VR	1997	2013	2P1	All	A	EUR	N	1510	23400,8	Attri	1	204
1089016	VR	1997	2014	2P1	All	A	EUR	N	81,64	23773,6	Attri	1	216
1089016	VR	1997	2015	2P1	All	A	EUR	N	0	2007,7	Attri	1	228
1089017	VR	1991	2004	2MA1	All	A	EUR	N	0	2228,96	Attri	1	168
1089017	VR	1991	2004	2MA1	All	A	USD	N	11,47	0	Attri	1	168
1089017	VR	1991	2005	2MA1	All	A	EUR	N	0	2228,96	Attri	1	180
1089017	VR	1991	2006	2MA1	All	A	EUR	N	-362,77	2228,96	Attri	1	192
1089017	VR	1991	2013	2MA1	All	A	EUR	N	22,28	0	Attri	1	276
1089017	VR	1991	2014	2MA1	All	A	EUR	N	2,85	0	Attri	1	288
1089017	VR	1992	2004	2MA1	All	A	EUR	N	0	2,08	Attri	1	156
1089017	VR	1992	2005	2MA1	All	A	EUR	N	0	2,08	Attri	1	168
1089017	VR	1992	2006	2MA1	All	A	EUR	N	0	2,08	Attri	1	180
1089017	VR	1992	2007	2MA1	All	A	EUR	N	0	2,16	Attri	1	192
1089017	VR	1992	2008	2MA1	All	A	EUR	N	0	2,16	Attri	1	204
1089017	VR	1992	2009	2MA1	All	A	EUR	N	0	2,16	Attri	1	216
1089017	VR	1992	2010	2MA1	All	A	EUR	N	0	2,16	Attri	1	228
1089017	VR	1992	2011	2MA1	All	A	EUR	N	0	2,16	Attri	1	240
1089017	VR	1992	2012	2MA1	All	A	EUR	N	0	1,79	Attri	1	252
1089017	VR	1992	2013	2MA1	All	A	EUR	N	0	1,81	Attri	1	264
1089017	VR	1992	2014	2MA1	All	A	EUR	N	0	1,81	Attri	1	276
1089017	VR	1992	2015	2MA1	All	A	EUR	N	0	1,74	Attri	1	288
1089017	VR	1993	2004	2MA1	All	A	EUR	N	-26,01	0	Attri	1	144
1089017	VR	1993	2005	2MA1	All	A	EUR	N	2,85	0	Attri	1	156
1089017	VR	1994	2004	2MA1	All	A	EUR	N	0	2,14	Attri	1	132
1089017	VR	1994	2005	2MA1	All	A	EUR	N	0	2,14	Attri	1	144
1089017	VR	1994	2006	2MA1	All	A	EUR	N	0	2,14	Attri	1	156
1089017	VR	1994	2007	2MA1	All	A	EUR	N	0	0,73	Attri	1	168
1089017	VR	1994	2008	2MA1	All	A	EUR	N	0	0,73	Attri	1	180
1089017	VR	1994	2009	2MA1	All	A	EUR	N	0	0,73	Attri	1	192
1089017	VR	1994	2010	2MA1	All	A	EUR	N	0	0,73	Attri	1	204
1089017	VR	1994	2011	2MA1	All	A	EUR	N	0	0,73	Attri	1	216
1089017	VR	1994	2012	2MA1	All	A	EUR	N	0	0,66	Attri	1	228
1089017	VR	1994	2013	2MA1	All	A	EUR	N	0	0,67	Attri	1	240
1089017	VR	1994	2014	2MA1	All	A	EUR	N	0	0,67	Attri	1	252
1089017	VR	1994	2015	2MA1	All	A	EUR	N	0	0,65	Attri	1	264
1089017	VR	1995	2004	2MA1	All	A	EUR	N	0	7,84	Attri	1	120
1089017	VR	1995	2005	2MA1	All	A	EUR	N	0	7,84	Attri	1	132
1089017	VR	1995	2006	2MA1	All	A	EUR	N	0	7,84	Attri	1	144
1089017	VR	1995	2007	2MA1	All	A	EUR	N	0	7,52	Attri	1	156
1089017	VR	1995	2008	2MA1	All	A	EUR	N	0	6,82	Attri	1	168
1089017	VR	1995	2009	2MA1	All	A	EUR	N	0	7,03	Attri	1	180
1089017	VR	1995	2010	2MA1	All	A	EUR	N	0	6,91	Attri	1	192
1089017	VR	1995	2011	2MA1	All	A	EUR	N	0	7,46	Attri	1	204
1089017	VR	1995	2012	2MA1	All	A	EUR	N	0	6,95	Attri	1	216
1089017	VR	1995	2013	2MA1	All	A	EUR	N	0	6,89	Attri	1	228
1089017	VR	1995	2014	2MA1	All	A	EUR	N	0	6,61	Attri	1	240
1089017	VR	1995	2015	2MA1	All	A	EUR	N	0	7,21	Attri	1	252
1089017	VR	1997	2004	2MA1	All	A	EUR	N	3780	0	Attri	1	96
1089018	VR	2002	2004	2M2	Other	A	EUR	N	9736,6	21041,15	Attri	1	36
1089018	VR	2002	2005	2M2	Other	A	EUR	N	12330,09	5339,42	Attri	1	48
1089018	VR	2002	2006	2M2	Other	A	EUR	N	6056,49	22779,26	Attri	1	60
1089018	VR	2002	2007	2M2	Other	A	EUR	N	4610,66	30235,11	Attri	1	72
1089018	VR	2002	2008	2M2	Other	A	EUR	N	5475,08	26915,26	Attri	1	84
1089018	VR	2002	2009	2M2	Other	A	EUR	N	8148,46	18983,95	Attri	1	96
1089018	VR	2002	2010	2M2	Other	A	EUR	N	8063,3	8762,7	Attri	1	108
1089018	VR	2002	2011	2M2	Other	A	EUR	N	-613,82	2201,53	Attri	1	120
1089018	VR	2002	2012	2M2	Other	A	EUR	N	1081,78	4535,58	Attri	1	132
1089018	VR	2002	2013	2M2	Other	A	EUR	N	384,41	1503,79	Attri	1	144
1089018	VR	2002	2014	2M2	Other	A	EUR	N	0	1503,79	Attri	1	156
1089018	VR	2002	2015	2M2	Other	A	EUR	N	355,3	2056,14	Attri	1	168
1089019	VR	2002	2004	2PM2	All	A	EUR	N	14195,16	1067,5	Attri	1	36
1089019	VR	2002	2005	2PM2	All	A	EUR	N	747,98	415	Attri	1	48
1089019	VR	2002	2006	2PM2	All	A	EUR	N	146,93	280,25	Attri	1	60
1089019	VR	2002	2007	2PM2	All	A	EUR	N	44,17	50	Attri	1	72
1089019	VR	2002	2008	2PM2	All	A	EUR	N	0	37,5	Attri	1	84
1089027	VR	2000	2011	2MA1	All	A	EUR	N	-99,83	0	Attri	1	144
1089027	VR	2001	2004	2MA1	All	A	EUR	N	25285,84	0	Attri	1	48
1089027	VR	2001	2004	2MA1	All	A	USD	N	6615,28	0	Attri	1	48
1089027	VR	2002	2004	2MA1	All	A	EUR	N	-25877,23	28522,53	Attri	1	36
1089027	VR	2002	2004	2MA1	All	A	USD	N	-5869,9	5869,59	Attri	1	36
1089027	VR	2002	2005	2MA1	All	A	EUR	N	25311,31	23895,44	Attri	1	48
1089027	VR	2002	2005	2MA1	All	A	USD	N	6899,73	6843,18	Attri	1	48
1089028	VR	1985	2004	2LAH1	All	A	EUR	N	0	32,43	Attri	1	240
1089028	VR	1985	2005	2LAH1	All	A	EUR	N	0	32,43	Attri	1	252
1089028	VR	1985	2006	2LAH1	All	A	EUR	N	0	32,43	Attri	1	264
1089028	VR	1987	2004	2LAH1	All	A	EUR	N	0	28,61	Attri	1	216
1089028	VR	1987	2005	2LAH1	All	A	EUR	N	0	28,61	Attri	1	228
1089028	VR	1987	2006	2LAH1	All	A	EUR	N	0	28,61	Attri	1	240
1089028	VR	1988	2004	2LAH1	All	A	EUR	N	0	2,86	Attri	1	204
1089028	VR	1988	2005	2LAH1	All	A	EUR	N	0	2,86	Attri	1	216
1089028	VR	1988	2006	2LAH1	All	A	EUR	N	0	2,86	Attri	1	228
1089028	VR	1989	2004	2LAH1	All	A	EUR	N	0	9,54	Attri	1	192
1089028	VR	1989	2005	2LAH1	All	A	EUR	N	0	9,54	Attri	1	204
1089028	VR	1989	2006	2LAH1	All	A	EUR	N	0	9,54	Attri	1	216
1089030	VR	1997	2004	2MA1	All	A	EUR	N	0	5863,04	Attri	1	96
1089030	VR	2002	2004	2MA1	All	A	EUR	N	0	-5863,04	Attri	1	36
1089031	VR	1991	2007	2P1	All	A	EUR	N	0	1000,66	Attri	1	204
1089031	VR	1991	2008	2P1	All	A	EUR	N	0	1037,07	Attri	1	216
1089031	VR	1991	2009	2P1	All	A	EUR	N	0	1073,74	Attri	1	228
1089031	VR	1991	2010	2P1	All	A	EUR	N	0	1056,24	Attri	1	240
1089031	VR	1991	2011	2P1	All	A	EUR	N	0	1082,1	Attri	1	252
1089031	VR	1991	2012	2P1	All	A	EUR	N	0	1108,6	Attri	1	264
1089031	VR	1991	2013	2P1	All	A	EUR	N	0	1134,1	Attri	1	276
1089031	VR	1991	2014	2P1	All	A	EUR	N	0	1356,8	Attri	1	288
1089031	VR	1991	2015	2P1	All	A	EUR	N	0	1356,8	Attri	1	300
1089032	VR	1992	2005	2P2	All	A	EUR	N	101,87	0	Attri	1	168
1089032	VR	1992	2007	2P2	All	A	EUR	N	45,45	0	Attri	1	192
1089032	VR	1992	2008	2P2	All	A	EUR	N	38,2	22,05	Attri	1	204
1089032	VR	1992	2009	2P2	All	A	EUR	N	4,81	21,84	Attri	1	216
1089032	VR	1992	2010	2P2	All	A	EUR	N	0	21,42	Attri	1	228
1089032	VR	1992	2011	2P2	All	A	EUR	N	0	21,42	Attri	1	240
1089032	VR	1992	2012	2P2	All	A	EUR	N	1,15	0	Attri	1	252
1089032	VR	1992	2013	2P2	All	A	EUR	N	-260,79	0	Attri	1	264
1089032	VR	1992	2015	2P2	All	A	EUR	N	73,66	0	Attri	1	288
1089034	VR	1992	2006	2P2	All	A	EUR	N	1626,89	0	Attri	1	180
1089035	VR	1992	2005	2GL2	All	A	EUR	N	65,29	0	Attri	1	168
1089035	VR	1992	2007	2GL2	All	A	EUR	N	1372,3	0	Attri	1	192
1089035	VR	1992	2008	2GL2	All	A	EUR	N	532,21	0	Attri	1	204
1089035	VR	1992	2015	2GL2	All	A	EUR	N	963,66	0	Attri	1	288
1089036	VR	1992	2004	2GL2	All	A	EUR	N	0	106,45	Attri	1	156
1089036	VR	1992	2005	2GL2	All	A	EUR	N	0	106,45	Attri	1	168
1089036	VR	1992	2006	2GL2	All	A	EUR	N	0	106,45	Attri	1	180
1089036	VR	1992	2008	2GL2	All	A	EUR	N	605,02	2765	Attri	1	204
1089036	VR	1992	2009	2GL2	All	A	EUR	N	0	1350,21	Attri	1	216
1089036	VR	1992	2010	2GL2	All	A	EUR	N	1268,29	1407,86	Attri	1	228
1089036	VR	1992	2011	2GL2	All	A	EUR	N	0	1354,27	Attri	1	240
1089036	VR	1992	2012	2GL2	All	A	EUR	N	0	491,56	Attri	1	252
1089036	VR	1992	2013	2GL2	All	A	EUR	N	0	491,56	Attri	1	264
1089036	VR	1992	2014	2GL2	All	A	EUR	N	0	491,56	Attri	1	276
1089036	VR	1992	2015	2GL2	All	A	EUR	N	433,72	0	Attri	1	288
